,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0,0022300157,1610612766,Charlotte,Hornets,CHA,hornets,240:00,110.1,113.7,124.5,128.2,-14.5,-14.4,0.415,0.77,12.7,0.326,0.691,0.531,20.873,21.6,0.57,0.614,1.0,0.194,105.7,102.5,85.42,102.0,0.455
1,0022300157,1610612764,Washington,Wizards,WAS,wizards,240:00,124.5,128.2,110.1,113.7,14.5,14.4,0.553,2.36,17.9,0.309,0.674,0.469,10.377,10.7,0.577,0.611,1.0,0.195,105.7,102.5,85.42,103.0,0.545
0,0022300158,1610612754,Indiana,Pacers,IND,pacers,240:00,124.3,126.4,107.4,111.3,17.0,15.1,0.5,2.17,17.6,0.32,0.615,0.471,11.132,11.3,0.579,0.61,1.0,0.197,108.86,106.0,88.33,106.0,0.585
1,0022300158,1610612762,Utah,Jazz,UTA,jazz,240:00,107.4,111.3,124.3,126.4,-17.0,-15.1,0.578,1.18,17.1,0.385,0.68,0.529,20.015,20.8,0.526,0.568,1.0,0.197,108.86,106.0,88.33,106.0,0.415
0,0022300159,1610612755,Philadelphia,76ers,PHI,sixers,240:00,102.3,103.9,99.7,100.0,2.7,3.9,0.476,1.43,14.7,0.278,0.786,0.536,13.514,13.7,0.489,0.522,1.0,0.197,103.48,102.5,85.42,102.0,0.513
1,0022300159,1610612738,Boston,Celtics,BOS,celtics,240:00,99.7,100.0,102.3,103.9,-2.7,-3.9,0.778,2.15,19.9,0.214,0.722,0.464,12.577,12.6,0.478,0.518,1.0,0.198,103.48,102.5,85.42,103.0,0.487
0,0022300160,1610612751,Brooklyn,Nets,BKN,nets,240:00,102.3,103.1,91.4,94.9,10.9,8.2,0.595,1.57,16.5,0.263,0.691,0.473,14.327,14.4,0.484,0.512,1.0,0.199,99.72,97.5,81.25,97.0,0.515
1,0022300160,1610612746,LA,Clippers,LAC,clippers,240:00,91.4,94.9,102.3,103.1,-10.9,-8.2,0.611,1.38,16.3,0.309,0.737,0.527,15.729,16.3,0.44,0.481,1.0,0.197,99.72,97.5,81.25,98.0,0.485
0,0022300161,1610612752,New York,Knicks,NYK,knicks,240:00,125.1,128.6,107.4,107.1,17.7,21.4,0.609,7.0,19.8,0.327,0.755,0.529,3.973,4.1,0.555,0.574,1.0,0.199,99.2,98.0,81.67,98.0,0.561
1,0022300161,1610612759,San Antonio,Spurs,SAS,spurs,240:00,107.4,107.1,125.1,128.6,-17.7,-21.4,0.705,2.38,22.2,0.245,0.673,0.471,13.303,13.3,0.539,0.548,1.0,0.199,99.2,98.0,81.67,98.0,0.439
0,0022300162,1610612741,Chicago,Bulls,CHI,bulls,265:00,103.5,105.5,105.5,106.4,-2.0,-0.9,0.714,2.14,20.0,0.232,0.66,0.44,12.599,12.8,0.51,0.542,1.0,0.2,100.13,98.72,82.26,109.0,0.475
1,0022300162,1610612756,Phoenix,Suns,PHX,suns,265:00,105.5,106.4,103.5,105.5,2.0,0.9,0.842,1.45,20.6,0.34,0.768,0.56,20.0,20.2,0.528,0.574,1.0,0.2,100.13,98.72,82.26,109.0,0.525
0,0022300163,1610612745,Houston,Rockets,HOU,rockets,240:00,127.5,129.3,94.4,94.9,33.1,34.3,0.51,2.0,18.5,0.362,0.868,0.63,12.953,13.1,0.624,0.631,1.0,0.198,99.96,99.0,82.5,99.0,0.639
1,0022300163,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,94.4,94.9,127.5,129.3,-33.1,-34.3,0.556,2.22,16.1,0.132,0.638,0.37,9.04,9.1,0.465,0.492,1.0,0.199,99.96,99.0,82.5,99.0,0.361
0,0022300164,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,98.7,103.0,106.8,108.0,-8.1,-5.0,0.571,1.43,14.7,0.316,0.705,0.485,13.55,14.1,0.45,0.498,1.0,0.198,102.2,99.5,82.92,99.0,0.403
1,0022300164,1610612748,Miami,Heat,MIA,heat,240:00,106.8,108.0,98.7,103.0,8.1,5.0,0.629,1.16,16.7,0.295,0.684,0.515,18.797,19.0,0.526,0.593,1.0,0.2,102.2,99.5,82.92,100.0,0.597
0,0022300165,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,110.0,112.1,104.4,110.3,5.6,1.9,0.463,1.9,14.3,0.137,0.686,0.412,9.168,9.3,0.517,0.576,1.0,0.198,111.06,107.0,89.17,107.0,0.495
1,0022300165,1610612765,Detroit,Pistons,DET,pistons,240:00,104.4,110.3,110.0,112.1,-5.6,-1.9,0.583,1.47,18.4,0.314,0.863,0.588,16.808,17.8,0.526,0.562,1.0,0.192,111.06,107.0,89.17,107.0,0.505
0,0022300166,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,119.0,117.3,92.9,99.0,26.0,18.3,0.667,1.67,21.3,0.256,0.707,0.515,17.551,17.3,0.64,0.659,1.0,0.197,105.62,103.0,85.83,104.0,0.648
1,0022300166,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,92.9,99.0,119.0,117.3,-26.0,-18.3,0.639,1.35,16.1,0.293,0.744,0.485,15.642,16.7,0.43,0.492,1.0,0.199,105.62,103.0,85.83,102.0,0.352
0,0022300167,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,126.5,123.1,110.8,115.4,15.7,7.7,0.523,1.64,16.9,0.279,0.652,0.472,13.834,13.5,0.581,0.645,1.0,0.201,104.74,104.0,86.67,104.0,0.54
1,0022300167,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,110.8,115.4,126.5,123.1,-15.7,-7.7,0.619,1.3,17.9,0.348,0.721,0.528,18.471,19.2,0.56,0.604,1.0,0.195,104.74,104.0,86.67,104.0,0.46
0,0022300168,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,107.8,109.4,117.7,122.1,-10.0,-12.7,0.625,1.56,18.0,0.224,0.655,0.452,14.864,15.1,0.577,0.594,1.0,0.197,107.76,105.0,87.5,106.0,0.444
1,0022300168,1610612761,Toronto,Raptors,TOR,raptors,240:00,117.7,122.1,107.8,109.4,10.0,12.7,0.551,2.25,18.0,0.345,0.776,0.548,11.123,11.5,0.551,0.573,1.0,0.197,107.76,105.0,87.5,104.0,0.556
0,0022300169,1610612743,Denver,Nuggets,DEN,nuggets,240:00,110.6,111.3,110.0,108.2,0.5,3.1,0.585,4.0,18.2,0.259,0.765,0.505,6.143,6.2,0.505,0.531,1.0,0.201,96.56,97.0,80.83,97.0,0.517
1,0022300169,1610612744,Golden State,Warriors,GSW,warriors,240:00,110.0,108.2,110.6,111.3,-0.5,-3.1,0.568,2.33,16.5,0.235,0.741,0.495,9.43,9.3,0.494,0.539,1.0,0.199,96.56,97.0,80.83,97.0,0.483
0,0022300170,1610612758,Sacramento,Kings,SAC,kings,265:00,108.3,111.0,106.5,110.3,1.8,0.7,0.78,1.52,20.2,0.389,0.783,0.57,18.797,19.3,0.522,0.572,1.0,0.197,100.75,97.81,81.51,109.0,0.537
1,0022300170,1610612757,Portland,Trail Blazers,POR,blazers,265:00,106.5,110.3,108.3,111.0,-1.8,-0.7,0.591,1.44,18.1,0.217,0.611,0.43,16.251,16.8,0.552,0.591,1.0,0.197,100.75,97.81,81.51,107.0,0.463
0,0022300171,1610612754,Indiana,Pacers,IND,pacers,240:00,120.2,124.8,115.4,121.6,4.8,3.2,0.614,2.08,19.2,0.24,0.773,0.489,12.405,12.9,0.587,0.625,1.0,0.193,106.12,101.5,84.58,101.0,0.483
1,0022300171,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,115.4,121.6,120.2,124.8,-4.8,-3.2,0.5,1.64,17.0,0.227,0.76,0.511,13.031,13.7,0.58,0.63,1.0,0.194,106.12,101.5,84.58,102.0,0.517
0,0022300172,1610612753,Orlando,Magic,ORL,magic,240:00,111.8,114.4,110.9,115.4,0.9,-1.0,0.452,1.0,13.2,0.385,0.702,0.535,17.857,18.3,0.522,0.565,1.0,0.198,107.3,104.0,86.67,104.0,0.483
1,0022300172,1610612737,Atlanta,Hawks,ATL,hawks,240:00,110.9,115.4,111.8,114.4,-0.9,1.0,0.537,1.22,15.9,0.298,0.615,0.465,16.636,17.3,0.571,0.611,1.0,0.198,107.3,104.0,86.67,104.0,0.517
0,0022300173,1610612753,Orlando,Magic,ORL,magic,240:00,111.6,113.1,95.1,97.0,16.5,16.1,0.667,1.5,17.2,0.34,0.795,0.553,15.936,16.2,0.488,0.563,1.0,0.194,101.2,99.5,82.92,99.0,0.568
1,0022300173,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,95.1,97.0,111.6,113.1,-16.5,-16.1,0.658,1.32,18.9,0.205,0.66,0.447,18.627,19.0,0.552,0.551,1.0,0.198,101.2,99.5,82.92,100.0,0.432
0,0022300174,1610612738,Boston,Celtics,BOS,celtics,240:00,117.3,121.9,94.0,95.9,23.4,26.0,0.638,2.31,22.3,0.186,0.776,0.525,13.037,13.5,0.634,0.638,1.0,0.197,99.88,97.0,80.83,96.0,0.605
1,0022300174,1610612761,Toronto,Raptors,TOR,raptors,240:00,94.0,95.9,117.3,121.9,-23.4,-26.0,0.714,2.78,18.9,0.224,0.814,0.475,8.996,9.2,0.44,0.479,1.0,0.198,99.88,97.0,80.83,98.0,0.395
0,0022300175,1610612737,Atlanta,Hawks,ATL,hawks,240:00,106.9,105.8,113.6,113.6,-6.6,-7.8,0.605,1.05,16.4,0.314,0.795,0.537,21.586,21.4,0.54,0.574,1.0,0.198,102.46,103.0,85.83,103.0,0.438
1,0022300175,1610612748,Miami,Heat,MIA,heat,240:00,113.6,113.6,106.9,105.8,6.6,7.8,0.561,1.53,17.3,0.205,0.686,0.463,14.563,14.6,0.56,0.616,1.0,0.2,102.46,103.0,85.83,103.0,0.562
0,0022300176,1610612744,Golden State,Warriors,GSW,warriors,240:00,101.7,104.8,112.5,113.5,-10.8,-8.7,0.703,1.3,17.4,0.368,0.778,0.568,18.484,19.0,0.483,0.533,1.0,0.2,106.56,104.5,87.08,105.0,0.445
1,0022300176,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,112.5,113.5,101.7,104.8,10.8,8.7,0.622,2.09,16.6,0.222,0.632,0.432,10.484,10.6,0.494,0.565,1.0,0.197,106.56,104.5,87.08,104.0,0.555
0,0022300177,1610612752,New York,Knicks,NYK,knicks,240:00,130.0,138.7,111.6,113.8,18.4,24.9,0.532,2.78,18.6,0.326,0.642,0.5,9.073,9.7,0.626,0.644,1.0,0.194,97.52,93.5,77.92,93.0,0.627
1,0022300177,1610612766,Charlotte,Hornets,CHA,hornets,240:00,111.6,113.8,130.0,138.7,-18.4,-24.9,0.477,1.75,15.9,0.358,0.674,0.5,12.521,12.8,0.532,0.541,1.0,0.2,97.52,93.5,77.92,94.0,0.373
0,0022300178,1610612751,Brooklyn,Nets,BKN,nets,240:00,96.4,99.0,90.4,91.3,6.0,7.8,0.595,1.16,14.9,0.403,0.814,0.603,17.958,18.4,0.439,0.478,1.0,0.197,104.9,103.0,85.83,103.0,0.524
1,0022300178,1610612764,Washington,Wizards,WAS,wizards,240:00,90.4,91.3,96.4,99.0,-6.0,-7.8,0.606,1.67,15.3,0.186,0.597,0.397,11.538,11.7,0.432,0.475,1.0,0.2,104.9,103.0,85.83,103.0,0.476
0,0022300179,1610612746,LA,Clippers,LAC,clippers,240:00,97.9,104.1,101.4,109.4,-3.4,-5.3,0.703,1.63,19.0,0.34,0.654,0.5,15.516,16.5,0.506,0.531,1.0,0.196,103.34,96.5,80.42,97.0,0.5
1,0022300179,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,101.4,109.4,97.9,104.1,3.4,5.3,0.676,1.56,17.9,0.346,0.66,0.5,15.45,16.7,0.494,0.533,1.0,0.197,103.34,96.5,80.42,96.0,0.5
0,0022300180,1610612755,Philadelphia,76ers,PHI,sixers,240:00,133.3,137.0,125.5,126.0,7.7,11.0,0.528,2.33,18.2,0.528,0.75,0.629,11.673,12.0,0.571,0.602,1.0,0.199,101.58,100.0,83.33,100.0,0.512
1,0022300180,1610612754,Indiana,Pacers,IND,pacers,240:00,125.5,126.0,133.3,137.0,-7.7,-11.0,0.66,3.1,22.2,0.25,0.472,0.371,9.964,10.0,0.611,0.641,1.0,0.201,101.58,100.0,83.33,100.0,0.488
0,0022300181,1610612741,Chicago,Bulls,CHI,bulls,240:00,121.4,124.0,108.6,110.2,12.8,13.8,0.5,3.14,16.8,0.265,0.577,0.426,7.143,7.3,0.544,0.583,1.0,0.198,98.72,97.0,80.83,96.0,0.546
1,0022300181,1610612765,Detroit,Pistons,DET,pistons,240:00,108.6,110.2,121.4,124.0,-12.8,-13.8,0.684,1.63,18.4,0.423,0.735,0.574,16.09,16.3,0.494,0.543,1.0,0.201,98.72,97.0,80.83,98.0,0.454
0,0022300182,1610612745,Houston,Rockets,HOU,rockets,240:00,110.6,113.8,108.2,110.6,2.4,3.2,0.541,2.22,15.5,0.302,0.68,0.485,9.301,9.6,0.483,0.536,1.0,0.199,96.46,94.0,78.33,94.0,0.501
1,0022300182,1610612743,Denver,Nuggets,DEN,nuggets,240:00,108.2,110.6,110.6,113.8,-2.4,-3.2,0.571,2.18,18.2,0.32,0.698,0.515,11.439,11.7,0.511,0.535,1.0,0.2,96.46,94.0,78.33,94.0,0.499
0,0022300183,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,116.2,114.8,124.5,125.9,-8.3,-11.1,0.66,1.72,20.6,0.286,0.815,0.563,16.873,16.7,0.603,0.61,1.0,0.201,107.96,108.0,90.0,108.0,0.465
1,0022300183,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,124.5,125.9,116.2,114.8,8.3,11.1,0.58,4.83,19.8,0.185,0.714,0.437,5.492,5.6,0.588,0.611,1.0,0.2,107.96,108.0,90.0,108.0,0.535
0,0022300184,1610612759,San Antonio,Spurs,SAS,spurs,240:00,110.5,114.1,120.2,118.0,-9.7,-3.9,0.833,2.06,23.6,0.3,0.75,0.529,16.621,17.2,0.566,0.587,1.0,0.2,100.24,99.5,82.92,99.0,0.483
1,0022300184,1610612748,Miami,Heat,MIA,heat,240:00,120.2,118.0,110.5,114.1,9.7,3.9,0.667,3.71,19.2,0.25,0.7,0.471,7.128,7.0,0.506,0.577,1.0,0.196,100.24,99.5,82.92,100.0,0.517
0,0022300185,1610612756,Phoenix,Suns,PHX,suns,240:00,101.4,103.1,115.6,115.6,-14.2,-12.5,0.625,1.18,15.0,0.389,0.818,0.582,17.411,17.7,0.44,0.512,1.0,0.202,96.82,96.0,80.0,96.0,0.434
1,0022300185,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,115.6,115.6,101.4,103.1,14.2,12.5,0.575,2.56,18.4,0.182,0.611,0.418,9.375,9.4,0.549,0.597,1.0,0.196,96.82,96.0,80.0,96.0,0.566
0,0022300186,1610612744,Golden State,Warriors,GSW,warriors,240:00,106.5,110.0,115.8,114.9,-9.3,-4.9,0.649,1.71,16.4,0.355,0.75,0.519,13.55,14.0,0.448,0.508,1.0,0.198,101.76,100.5,83.75,100.0,0.408
1,0022300186,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,115.8,114.9,106.5,110.0,9.3,4.9,0.628,1.93,19.8,0.25,0.645,0.481,13.972,13.9,0.579,0.609,1.0,0.2,101.76,100.5,83.75,101.0,0.592
0,0022300187,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,113.4,114.9,104.8,108.9,8.6,5.9,0.659,3.0,19.8,0.2,0.778,0.489,8.799,8.9,0.512,0.578,1.0,0.198,103.62,101.0,84.17,101.0,0.566
1,0022300187,1610612757,Portland,Trail Blazers,POR,blazers,240:00,104.8,108.9,113.4,114.9,-8.6,-5.9,0.644,1.81,20.9,0.222,0.8,0.511,15.244,15.8,0.572,0.585,1.0,0.196,103.62,101.0,84.17,101.0,0.434
0,0022300188,1610612738,Boston,Celtics,BOS,celtics,240:00,128.0,129.5,109.4,115.3,18.6,14.3,0.675,2.45,21.8,0.282,0.646,0.483,12.354,12.5,0.627,0.662,1.0,0.196,89.3,86.5,72.08,88.0,0.598
1,0022300188,1610612752,New York,Knicks,NYK,knicks,240:00,109.4,115.3,128.0,129.5,-18.6,-14.3,0.515,1.42,14.3,0.354,0.718,0.517,13.399,14.1,0.513,0.547,1.0,0.193,89.3,86.5,72.08,85.0,0.402
0,0022300189,1610612761,Toronto,Raptors,TOR,raptors,240:00,106.7,107.8,103.6,105.9,3.1,1.8,0.622,1.47,18.9,0.373,0.791,0.564,18.269,18.4,0.522,0.55,1.0,0.192,103.64,102.0,85.0,103.0,0.521
1,0022300189,1610612764,Washington,Wizards,WAS,wizards,240:00,103.6,105.9,106.7,107.8,-3.1,-1.8,0.744,1.45,22.3,0.209,0.627,0.436,21.301,21.8,0.583,0.599,1.0,0.198,103.64,102.0,85.0,101.0,0.479
0,0022300190,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,112.5,120.4,109.8,111.2,2.7,9.2,0.548,1.35,16.3,0.404,0.683,0.557,16.209,17.3,0.556,0.585,1.0,0.195,102.06,98.0,81.67,98.0,0.531
1,0022300190,1610612741,Chicago,Bulls,CHI,bulls,240:00,109.8,111.2,112.5,120.4,-2.7,-9.2,0.632,3.0,17.0,0.317,0.596,0.443,8.061,8.2,0.45,0.499,1.0,0.194,102.06,98.0,81.67,98.0,0.469
0,0022300191,1610612758,Sacramento,Kings,SAC,kings,240:00,139.4,137.5,125.7,126.3,13.7,11.2,0.653,3.2,23.8,0.231,0.667,0.471,10.562,10.4,0.711,0.712,1.0,0.201,95.08,95.5,79.58,96.0,0.563
1,0022300191,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,125.7,126.3,139.4,137.5,-13.7,-11.2,0.533,2.18,18.0,0.333,0.769,0.529,11.521,11.6,0.582,0.609,1.0,0.201,95.08,95.5,79.58,95.0,0.437
0,0022300192,1610612764,Washington,Wizards,WAS,wizards,240:00,113.5,112.5,122.9,126.2,-9.5,-13.7,0.535,1.92,17.1,0.204,0.784,0.5,11.637,11.5,0.551,0.59,1.0,0.2,104.44,103.5,86.25,104.0,0.447
1,0022300192,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,122.9,126.2,113.5,112.5,9.5,13.7,0.667,3.2,21.8,0.216,0.796,0.5,9.455,9.7,0.614,0.62,1.0,0.197,104.44,103.5,86.25,103.0,0.553
0,0022300193,1610612737,Atlanta,Hawks,ATL,hawks,240:00,119.4,120.0,113.9,120.8,5.5,-0.8,0.683,1.87,21.6,0.184,0.551,0.391,15.717,15.8,0.627,0.659,1.0,0.199,98.64,95.5,79.58,95.0,0.512
1,0022300193,1610612752,New York,Knicks,NYK,knicks,240:00,113.9,120.8,119.4,120.0,-5.5,0.8,0.644,1.71,20.0,0.449,0.816,0.609,16.693,17.7,0.564,0.587,1.0,0.197,98.64,95.5,79.58,96.0,0.488
0,0022300194,1610612755,Philadelphia,76ers,PHI,sixers,240:00,114.2,115.1,124.0,125.8,-9.8,-10.8,0.462,2.0,14.8,0.265,0.688,0.474,9.607,9.7,0.524,0.565,1.0,0.201,94.02,93.0,77.5,93.0,0.448
1,0022300194,1610612738,Boston,Celtics,BOS,celtics,240:00,124.0,125.8,114.2,115.1,9.8,10.8,0.548,2.3,17.8,0.313,0.735,0.526,10.598,10.8,0.58,0.607,1.0,0.197,94.02,93.0,77.5,93.0,0.552
0,0022300195,1610612761,Toronto,Raptors,TOR,raptors,240:00,114.7,114.3,130.3,129.3,-15.6,-15.0,0.737,2.0,18.5,0.45,0.762,0.578,14.338,14.3,0.443,0.511,1.0,0.201,97.94,98.5,82.08,98.0,0.453
1,0022300195,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,130.3,129.3,114.7,114.3,15.6,15.0,0.568,1.92,18.9,0.238,0.55,0.422,13.233,13.1,0.635,0.679,1.0,0.2,97.94,98.5,82.08,99.0,0.547
0,0022300196,1610612741,Chicago,Bulls,CHI,bulls,240:00,96.2,95.9,97.8,98.0,-1.5,-2.0,0.485,0.84,12.5,0.308,0.741,0.528,19.451,19.4,0.452,0.507,1.0,0.201,97.94,98.0,81.67,98.0,0.467
1,0022300196,1610612753,Orlando,Magic,ORL,magic,240:00,97.8,98.0,96.2,95.9,1.5,2.0,0.625,1.33,15.4,0.259,0.692,0.472,15.275,15.3,0.439,0.504,1.0,0.198,97.94,98.0,81.67,98.0,0.533
0,0022300197,1610612756,Phoenix,Suns,PHX,suns,240:00,139.1,146.2,121.9,125.0,17.2,21.2,0.608,3.44,23.6,0.235,0.596,0.453,9.414,9.9,0.7,0.726,1.0,0.195,94.96,91.5,76.25,91.0,0.56
1,0022300197,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,121.9,125.0,139.1,146.2,-17.2,-21.2,0.429,3.0,14.0,0.404,0.765,0.547,6.361,6.5,0.484,0.551,1.0,0.199,94.96,91.5,76.25,92.0,0.44
0,0022300198,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,102.5,100.9,115.2,114.7,-12.8,-13.8,0.595,1.09,17.9,0.163,0.76,0.484,21.423,21.1,0.572,0.602,1.0,0.199,107.92,109.0,90.83,109.0,0.449
1,0022300198,1610612758,Sacramento,Kings,SAC,kings,240:00,115.2,114.7,102.5,100.9,12.8,13.8,0.646,1.94,20.6,0.24,0.837,0.516,14.749,14.7,0.583,0.604,1.0,0.198,107.92,109.0,90.83,109.0,0.551
0,0022300199,1610612757,Portland,Trail Blazers,POR,blazers,240:00,91.3,101.1,114.4,114.7,-23.1,-13.7,0.706,1.71,17.6,0.305,0.676,0.441,13.456,14.9,0.445,0.484,1.0,0.195,99.64,94.5,78.75,94.0,0.352
1,0022300199,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,114.4,114.7,91.3,101.1,23.1,13.7,0.548,1.28,18.4,0.324,0.695,0.559,18.9,18.9,0.62,0.647,1.0,0.2,99.64,94.5,78.75,95.0,0.648
0,0022300200,1610612748,Miami,Heat,MIA,heat,240:00,130.4,131.2,112.9,125.0,17.5,6.2,0.619,2.89,20.5,0.225,0.565,0.407,9.619,9.7,0.611,0.666,1.0,0.197,97.72,92.5,77.08,93.0,0.54
1,0022300200,1610612751,Brooklyn,Nets,BKN,nets,240:00,112.9,125.0,130.4,131.2,-17.5,-6.2,0.725,1.93,20.6,0.435,0.775,0.593,14.723,16.3,0.553,0.594,1.0,0.197,97.72,92.5,77.08,92.0,0.46
0,0022300201,1610612744,Golden State,Warriors,GSW,warriors,240:00,106.5,110.1,124.1,128.0,-17.6,-17.9,0.675,1.69,18.1,0.393,0.698,0.519,15.631,16.2,0.48,0.512,1.0,0.199,102.74,99.5,82.92,99.0,0.394
1,0022300201,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,124.1,128.0,106.5,110.1,17.6,17.9,0.705,2.38,22.0,0.302,0.607,0.481,12.607,13.0,0.615,0.659,1.0,0.198,102.74,99.5,82.92,100.0,0.606
0,0022300202,1610612766,Charlotte,Hornets,CHA,hornets,240:00,111.7,112.5,124.0,127.1,-12.4,-14.6,0.725,2.23,22.4,0.163,0.694,0.446,13.441,13.5,0.591,0.616,1.0,0.201,97.54,96.0,80.0,96.0,0.446
1,0022300202,1610612752,New York,Knicks,NYK,knicks,240:00,124.0,127.1,111.7,112.5,12.4,14.6,0.587,2.25,19.5,0.306,0.837,0.554,12.2,12.5,0.593,0.614,1.0,0.196,97.54,96.0,80.0,96.0,0.554
0,0022300203,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,119.9,121.2,119.9,121.0,-0.1,0.2,0.614,1.59,19.3,0.318,0.769,0.53,16.98,17.2,0.581,0.624,1.0,0.198,100.5,99.5,82.92,99.0,0.479
1,0022300203,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,119.9,121.0,119.9,121.2,0.1,-0.2,0.674,2.07,21.5,0.231,0.682,0.47,13.878,14.0,0.619,0.658,1.0,0.2,100.5,99.5,82.92,100.0,0.521
0,0022300204,1610612741,Chicago,Bulls,CHI,bulls,240:00,110.4,108.5,99.9,104.3,10.6,4.2,0.667,1.85,19.0,0.267,0.761,0.516,14.075,13.8,0.543,0.571,1.0,0.199,94.74,93.5,77.92,94.0,0.536
1,0022300204,1610612748,Miami,Heat,MIA,heat,240:00,99.9,104.3,110.4,108.5,-10.6,-4.2,0.697,1.53,18.4,0.239,0.733,0.484,15.445,16.1,0.506,0.557,1.0,0.202,94.74,93.5,77.92,93.0,0.464
0,0022300205,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,126.0,126.9,115.3,120.2,10.6,6.7,0.592,4.14,20.9,0.152,0.741,0.47,6.679,6.7,0.612,0.642,1.0,0.197,106.6,104.0,86.67,104.0,0.547
1,0022300205,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,115.3,120.2,126.0,126.9,-10.6,-6.7,0.529,2.25,18.4,0.259,0.848,0.53,11.07,11.5,0.573,0.582,1.0,0.194,106.6,104.0,86.67,104.0,0.453
0,0022300206,1610612759,San Antonio,Spurs,SAS,spurs,240:00,110.8,111.3,115.6,122.4,-4.7,-11.1,0.722,1.73,19.2,0.265,0.592,0.429,15.394,15.5,0.524,0.572,1.0,0.199,100.64,97.5,81.25,97.0,0.456
1,0022300206,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,115.6,122.4,110.8,111.3,4.7,11.1,0.575,1.64,16.6,0.408,0.735,0.571,13.482,14.3,0.529,0.589,1.0,0.195,100.64,97.5,81.25,98.0,0.544
0,0022300207,1610612744,Golden State,Warriors,GSW,warriors,265:00,113.6,109.8,116.3,117.1,-2.6,-7.3,0.75,2.06,21.3,0.278,0.755,0.505,14.782,14.3,0.546,0.579,1.0,0.201,99.64,100.98,84.15,112.0,0.466
1,0022300207,1610612760,Oklahoma City,Thunder,OKC,thunder,265:00,116.3,117.1,113.6,109.8,2.6,7.3,0.5,2.17,17.7,0.245,0.722,0.495,10.733,10.8,0.56,0.597,1.0,0.197,99.64,100.98,84.15,111.0,0.534
0,0022300208,1610612751,Brooklyn,Nets,BKN,nets,240:00,105.3,103.1,124.8,127.4,-19.6,-24.2,0.632,1.6,18.9,0.217,0.784,0.515,15.951,15.6,0.537,0.562,1.0,0.2,95.48,95.5,79.58,96.0,0.422
1,0022300208,1610612755,Philadelphia,76ers,PHI,sixers,240:00,124.8,127.4,105.3,103.1,19.6,24.2,0.727,6.4,23.0,0.216,0.783,0.485,5.159,5.3,0.553,0.594,1.0,0.195,95.48,95.5,79.58,95.0,0.578
0,0022300209,1610612754,Indiana,Pacers,IND,pacers,240:00,102.1,107.4,113.8,117.4,-11.7,-10.0,0.571,1.5,16.1,0.304,0.696,0.48,14.08,14.8,0.484,0.534,1.0,0.199,113.06,108.5,90.42,108.0,0.415
1,0022300209,1610612753,Orlando,Magic,ORL,magic,240:00,113.8,117.4,102.1,107.4,11.7,10.0,0.488,1.4,14.8,0.304,0.696,0.52,13.336,13.8,0.534,0.607,1.0,0.199,113.06,108.5,90.42,109.0,0.585
0,0022300210,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,125.5,124.7,113.4,112.4,12.1,12.4,0.667,2.14,21.8,0.3,0.766,0.552,14.517,14.4,0.616,0.647,1.0,0.197,96.28,97.0,80.83,97.0,0.592
